maktimestamp,altitude,velocity
1533210994.513,,-0.32512
1533210994.802,11269.980000000001,
1533210995.076,,-0.32512
1533210995.375,11269.980000000001,
1533210995.444,11269.980000000001,
1533210995.492,,-0.32512
1533210995.889,11269.980000000001,
1533210996.079,,-0.32512
1533210996.274,11269.980000000001,
1533210996.358,11269.980000000001,
1533210996.543,,-0.32512
1533210996.891,11269.980000000001,
1533210996.896,11269.980000000001,
1533210997.050,,-0.32512
1533210997.384,11269.980000000001,
1533210997.465,,-0.32512
1533210997.848,11269.980000000001,
1533210997.941,,-0.32512
1533210998.302,11269.980000000001,
1533210998.545,,-0.32512
1533210998.778,11269.980000000001,
1533210999.017,,-0.32512
1533210999.253,11269.980000000001,
1533210999.440,,-0.32512
1533210999.607,,0.0
1533210999.741,11269.980000000001,
1533211000.046,,0.0
1533211000.097,11269.980000000001,
1533211000.212,11269.980000000001,
1533211000.528,,0.0
1533211000.630,11269.980000000001,
1533211000.766,11269.980000000001,
1533211000.988,,0.0
1533211001.187,11269.980000000001,
1533211001.305,11269.980000000001,
1533211001.449,,0.0
1533211001.632,11269.980000000001,
1533211002.007,,0.0
1533211002.097,11269.980000000001,
1533211002.168,11269.980000000001,
1533211002.428,,0.0
1533211002.653,11269.980000000001,
1533211002.880,,0.0
1533211003.135,11269.980000000001,
1533211003.326,,0.0
1533211003.490,,0.32512
1533211003.732,11269.980000000001,
1533211004.066,,0.32512
1533211004.329,11269.980000000001,
1533211004.512,,0.32512
1533211004.949,11269.980000000001,
1533211004.975,,0.32512
1533211005.374,11269.980000000001,
1533211005.382,,0.32512
1533211005.821,11269.980000000001,
1533211005.821,,0.32512
1533211005.898,11269.980000000001,
1533211006.271,,0.32512
1533211006.294,11269.980000000001,
1533211006.802,11269.980000000001,
1533211006.832,,0.32512
1533211006.885,11269.980000000001,
1533211007.268,,0.32512
1533211007.359,11269.980000000001,
1533211007.454,11269.980000000001,
1533211007.805,,0.32512
1533211007.924,11269.980000000001,
1533211008.266,,0.32512
1533211008.340,11269.980000000001,
1533211008.396,11269.980000000001,
1533211008.711,,0.32512
1533211008.767,11269.980000000001,
1533211009.155,,0.32512
1533211009.266,11269.980000000001,
1533211009.337,11269.980000000001,
1533211009.750,11269.980000000001,
1533211009.852,,0.32512
1533211009.921,11269.980000000001,
1533211010.259,,0.32512
1533211010.347,11269.980000000001,
1533211010.840,,0.32512
1533211010.933,11269.980000000001,
1533211011.334,,0.32512
1533211011.505,11277.6,
1533211011.935,11277.6,
1533211011.984,,0.32512
1533211012.060,11277.6,
1533211012.468,,0.32512
1533211012.636,11277.6,
1533211012.847,11277.6,
1533211012.976,,0.32512
1533211013.039,11277.6,
1533211013.160,11277.6,
1533211013.502,,0.0
1533211013.606,11277.6,
1533211014.013,11277.6,
1533211014.013,,0.0
1533211014.036,11277.6,
1533211014.447,,0.0
1533211014.447,11277.6,
1533211014.514,11277.6,
1533211014.559,,0.0
1533211014.937,11277.6,
1533211015.093,,0.0
1533211015.107,11277.6,
1533211015.610,,-0.32512
1533211015.700,11277.6,
1533211016.020,,-0.32512
1533211016.170,11277.6,
1533211016.584,,-0.32512
1533211016.585,11277.6,
1533211016.636,11277.6,
1533211017.079,11277.6,
1533211017.105,,-0.32512
1533211017.155,11277.6,
1533211017.703,,-0.32512
1533211017.888,11277.6,
1533211018.009,11269.980000000001,
1533211018.267,,-0.32512
1533211018.606,11269.980000000001,
1533211018.694,,-0.65024
1533211018.708,,-0.32512
1533211018.799,,-0.65024
1533211019.128,11269.980000000001,
1533211019.273,,-0.65024
1533211019.622,11269.980000000001,
1533211019.730,,-0.65024
1533211020.184,11269.980000000001,
1533211020.186,11269.980000000001,
1533211020.357,,-0.65024
1533211020.671,11269.980000000001,
1533211020.817,,-0.65024
1533211021.109,11269.980000000001,
1533211021.269,11269.980000000001,
1533211021.323,,-0.65024
1533211021.642,11269.980000000001,
1533211021.772,,-0.65024
1533211022.335,11269.980000000001,
1533211022.349,,-0.65024
1533211022.677,11269.980000000001,
1533211022.934,,-0.32512
1533211023.267,11269.980000000001,
1533211023.294,11269.980000000001,
1533211023.515,,0.0
1533211023.634,11269.980000000001,
1533211023.955,,0.0
1533211024.049,11269.980000000001,
1533211024.504,11269.980000000001,
1533211024.560,,0.32512
1533211025.043,11269.980000000001,
1533211025.087,,0.32512
1533211025.474,11269.980000000001,
1533211025.489,,0.65024
1533211025.579,11269.980000000001,
1533211025.654,,0.32512
1533211026.012,11269.980000000001,
1533211026.065,,0.65024
1533211026.457,,0.97536
1533211026.489,11269.980000000001,
1533211026.921,,0.97536
1533211026.943,11269.980000000001,
1533211027.436,11269.980000000001,
1533211027.585,,1.30048
1533211027.929,11269.980000000001,
1533211028.185,,1.30048
1533211028.435,11269.980000000001,
1533211028.722,,1.30048
1533211028.846,11277.6,
1533211029.203,,1.30048
1533211029.480,11277.6,
1533211029.728,,1.30048
1533211029.984,11277.6,
1533211030.261,,1.30048
1533211030.384,11277.6,
1533211030.672,,1.30048
1533211030.912,11277.6,
1533211030.974,11277.6,
1533211031.167,,1.30048
1533211031.373,11277.6,
1533211031.687,,0.97536
1533211031.935,11277.6,
1533211031.942,11277.6,
1533211032.276,,0.97536
1533211032.378,11277.6,
1533211032.532,11277.6,
1533211032.638,,0.97536
1533211033.018,11277.6,
1533211033.120,11277.6,
1533211033.141,,0.97536
1533211033.175,,0.97536
1533211033.632,,0.65024
1533211033.672,11277.6,
1533211034.080,,0.65024
1533211034.233,11277.6,
1533211034.610,11277.6,
1533211034.642,,0.32512
1533211035.023,11277.6,
1533211035.035,11277.6,
1533211035.133,,0.32512
1533211035.527,11277.6,
1533211035.537,,0.32512
1533211035.970,11277.6,
1533211035.988,,0.32512
1533211036.439,,0.0
1533211036.491,,0.32512
1533211036.503,11277.6,
1533211037.014,,0.0
1533211037.064,11277.6,
1533211037.457,11277.6,
1533211037.550,,0.0
1533211037.898,11277.6,
1533211037.975,,0.0
1533211038.531,,0.0
1533211038.903,11277.6,
1533211039.073,,0.0
1533211039.459,11277.6,
1533211039.609,,0.0
1533211039.977,11277.6,
1533211040.021,,0.0
1533211040.443,11277.6,
1533211040.565,,0.0
1533211040.570,,0.32512
1533211040.885,11277.6,
1533211041.083,,0.32512
1533211041.348,11277.6,
1533211041.675,,0.32512
1533211041.761,11277.6,
1533211041.888,11277.6,
1533211042.236,,0.32512
1533211042.386,11277.6,
1533211042.684,,0.32512
1533211042.689,11277.6,
1533211042.793,11277.6,
1533211042.842,11277.6,
1533211043.205,11277.6,
1533211043.237,,0.32512
1533211043.325,11277.6,
1533211043.639,11277.6,
1533211043.682,,0.32512
1533211044.115,11277.6,
1533211044.193,,0.32512
1533211044.630,,0.32512
1533211044.685,11277.6,
1533211045.198,,0.32512
1533211045.239,11277.6,
1533211045.662,,0.0
1533211046.121,,0.0
1533211046.129,11277.6,
1533211046.612,11277.6,
1533211046.616,,0.0
1533211047.089,,0.0
1533211047.116,11277.6,
1533211047.625,11277.6,
1533211047.671,,0.0
1533211048.159,11277.6,
1533211048.328,,0.0
1533211048.571,11277.6,
1533211048.694,,-0.32512
1533211048.832,11277.6,
1533211049.049,11277.6,
1533211049.168,,-0.32512
1533211049.569,11277.6,
1533211049.683,11277.6,
1533211049.808,,-0.32512
1533211050.158,11277.6,
1533211050.242,,-0.32512
1533211050.651,11277.6,
1533211050.667,,-0.32512
1533211050.917,11277.6,
1533211051.067,11277.6,
1533211051.081,,-0.32512
1533211051.528,11277.6,
1533211051.659,,-0.32512
1533211052.020,11277.6,
1533211052.173,,-0.32512
1533211052.453,11277.6,
1533211052.569,11277.6,
1533211052.754,,-0.32512
1533211053.008,11277.6,
1533211053.299,,-0.32512
1533211053.611,11277.6,
1533211053.704,,-0.32512
1533211054.118,11277.6,
1533211054.187,,-0.32512
1533211054.254,,-0.32512
1533211054.626,11277.6,
1533211054.632,,0.0
1533211054.696,11277.6,
1533211054.948,,-0.32512
1533211054.994,11277.6,
1533211055.066,,0.0
1533211055.128,,0.0
1533211055.546,11277.6,
1533211055.573,,-0.32512
1533211055.577,11277.6,
1533211056.049,,-0.32512
1533211056.112,11277.6,
1533211056.362,11277.6,
1533211056.495,,0.0
1533211056.538,11277.6,
1533211056.940,,0.0
1533211057.004,11277.6,
1533211057.431,11277.6,
1533211057.523,,-0.32512
1533211057.885,11277.6,
1533211058.030,,-0.32512
1533211058.423,11277.6,
1533211058.426,11277.6,
1533211058.438,,-0.32512
1533211058.547,11277.6,
1533211058.899,,-0.32512
1533211058.959,11277.6,
1533211059.376,,-0.32512
1533211059.476,11277.6,
1533211059.486,11277.6,
1533211059.884,,-0.32512
1533211059.950,11277.6,
1533211060.386,11277.6,
1533211060.419,,-0.32512
1533211060.766,11277.6,
1533211060.953,11277.6,
1533211061.010,,-0.32512
1533211061.477,11277.6,
1533211061.504,11277.6,
1533211061.605,,0.0
1533211061.981,11277.6,
1533211062.129,,0.0
1533211062.193,,0.0
1533211062.463,11277.6,
1533211062.534,11277.6,
1533211062.688,,0.0
1533211062.857,,0.0
1533211063.003,11277.6,
1533211063.044,11277.6,
1533211063.178,,0.0
1533211063.516,11277.6,
1533211063.629,,0.32512
1533211063.881,,0.0
1533211063.881,11277.6,
1533211063.955,11277.6,
1533211064.189,,0.32512
1533211064.373,11277.6,
1533211064.530,11277.6,
1533211064.619,,0.32512
1533211064.969,11277.6,
1533211065.172,,0.32512
1533211065.521,11277.6,
1533211065.556,11277.6,
1533211065.668,,0.32512
1533211066.039,11277.6,
1533211066.095,,0.32512
1533211066.178,11277.6,
1533211066.488,11277.6,
1533211066.692,,0.65024
1533211066.960,11277.6,
1533211066.974,,0.32512
1533211066.997,11277.6,
1533211067.122,,0.65024
1533211067.522,11277.6,
1533211067.641,,0.65024
1533211067.707,11277.6,
1533211068.120,11277.6,
1533211068.123,,0.65024
1533211068.587,11277.6,
1533211068.597,,0.32512
1533211069.000,11277.6,
1533211069.077,,0.32512
1533211069.077,11277.6,
1533211069.530,,0.32512
1533211069.827,11277.6,
1533211069.873,11277.6,
1533211070.067,,0.32512
1533211070.448,11277.6,
1533211070.508,,0.32512
1533211070.590,11277.6,
1533211070.951,11277.6,
1533211071.077,,0.32512
1533211071.418,11285.220000000001,
1533211071.418,11277.6,
1533211071.651,,0.32512
1533211071.788,11285.220000000001,
1533211071.965,11285.220000000001,
1533211072.158,,0.32512
1533211072.309,11285.220000000001,
1533211072.627,,-0.32512
1533211072.729,,0.32512
1533211072.729,11285.220000000001,
1533211072.747,11277.6,
1533211073.143,,-0.32512
1533211073.351,11277.6,
1533211073.495,11277.6,
1533211073.664,,-0.65024
1533211073.761,11277.6,
1533211074.092,,-0.65024
1533211074.367,11277.6,
1533211074.736,11277.6,
1533211074.805,,-0.97536
1533211075.341,11277.6,
1533211075.354,,-0.97536
1533211075.512,,-0.97536
1533211075.797,11277.6,
1533211075.809,,-0.97536
1533211076.220,11277.6,
1533211076.221,,-0.97536
1533211076.352,11277.6,
1533211076.792,,-0.97536
1533211076.938,11277.6,
1533211077.207,,-0.97536
1533211077.536,11277.6,
1533211077.807,,-0.97536
1533211077.951,11277.6,
1533211078.023,11277.6,
1533211078.371,,-0.97536
1533211078.385,11277.6,
1533211078.874,11277.6,
1533211078.906,,-0.97536
1533211078.943,11277.6,
1533211079.476,,-0.97536
1533211079.485,11277.6,
1533211079.555,11277.6,
1533211079.990,11277.6,
1533211080.003,11277.6,
1533211080.066,,-0.97536
1533211080.486,11277.6,
1533211080.585,,-0.97536
1533211080.814,11277.6,
1533211081.025,11269.980000000001,
1533211081.128,,-0.97536
1533211081.578,11269.980000000001,
1533211081.754,,-0.65024
1533211082.086,11269.980000000001,
1533211082.166,,-0.65024
1533211082.594,,-0.32512
1533211082.618,11269.980000000001,
1533211083.101,,-0.32512
1533211083.164,11269.980000000001,
1533211083.695,,-0.32512
1533211083.728,11269.980000000001,
1533211084.109,,-0.32512
1533211084.164,11269.980000000001,
1533211084.597,11269.980000000001,
1533211084.629,,-0.32512
1533211084.662,,0.0
1533211085.174,11269.980000000001,
1533211085.186,,0.0
1533211085.609,,0.0
1533211085.642,11269.980000000001,
1533211086.112,11269.980000000001,
1533211086.250,,0.0
1533211086.653,11269.980000000001,
1533211086.740,,0.32512
1533211087.068,11269.980000000001,
1533211087.177,,0.32512
1533211087.548,11269.980000000001,
1533211087.615,11269.980000000001,
1533211087.646,,0.65024
1533211088.161,11269.980000000001,
1533211088.184,,0.65024
1533211088.674,11277.6,
1533211088.720,11269.980000000001,
1533211088.720,,0.65024
1533211089.188,11277.6,
1533211089.199,,0.65024
1533211089.628,,0.65024
1533211089.658,11277.6,
1533211089.760,11277.6,
1533211090.088,,0.65024
1533211090.348,11277.6,
1533211090.557,,0.65024
1533211090.796,11277.6,
1533211091.093,,0.65024
1533211091.139,11277.6,
1533211091.365,11277.6,
1533211091.677,,0.32512
1533211091.865,11277.6,
1533211091.895,11277.6,
1533211092.205,,0.32512
1533211092.384,11277.6,
1533211092.717,,0.32512
1533211092.851,11277.6,
1533211093.105,11277.6,
1533211093.122,,0.32512
1533211093.264,11277.6,
1533211093.568,,0.0
1533211093.705,11277.6,
1533211093.705,,0.32512
1533211093.872,11277.6,
1533211094.141,,0.0
1533211094.370,11277.6,
1533211094.584,,0.0
1533211094.907,11277.6,
1533211095.144,,0.0
1533211095.341,11277.6,
1533211095.622,,-0.32512
1533211095.658,,0.0
1533211095.916,11277.6,
1533211095.950,11277.6,
1533211096.037,,-0.32512
1533211096.367,11277.6,
1533211096.487,,-0.32512
1533211096.500,,0.0
1533211097.374,11277.6,
1533211097.423,,0.0
1533211097.911,11277.6,
1533211097.911,11277.6,
1533211097.972,,0.0
1533211098.368,11277.6,
1533211098.521,,0.0
1533211098.800,11277.6,
1533211099.030,,0.0
1533211099.283,11277.6,
1533211099.534,,-0.65024
1533211099.707,11277.6,
1533211099.860,11277.6,
1533211099.953,,-0.65024
1533211100.315,11277.6,
1533211100.421,,-0.65024
1533211100.903,11277.6,
1533211100.928,11277.6,
1533211100.997,,-0.65024
1533211101.400,11277.6,
1533211101.501,,-0.97536
1533211101.596,11277.6,
1533211101.619,,-0.65024
1533211101.873,11277.6,
1533211101.955,11277.6,
1533211102.030,,-0.97536
1533211102.381,11269.980000000001,
1533211102.484,11277.6,
1533211102.545,,-0.97536
1533211102.825,11269.980000000001,
1533211103.085,,-0.97536
1533211103.316,11269.980000000001,
1533211103.654,,-0.97536
1533211103.912,11269.980000000001,
1533211104.245,,-0.97536
1533211104.263,11269.980000000001,
1533211104.376,,-0.97536
1533211104.682,11269.980000000001,
1533211104.682,11269.980000000001,
1533211104.708,,-0.32512
1533211105.103,11269.980000000001,
1533211105.114,,-0.32512
1533211105.180,11269.980000000001,
1533211105.528,11269.980000000001,
1533211105.549,,0.0
1533211105.769,11269.980000000001,
1533211105.970,,0.0
1533211105.978,11269.980000000001,
1533211106.417,11269.980000000001,
1533211106.434,,0.32512
1533211106.478,,0.0
1533211106.531,11269.980000000001,
1533211106.738,,0.32512
1533211107.001,11269.980000000001,
1533211107.049,,0.32512
1533211107.461,11269.980000000001,
1533211107.480,,0.65024
1533211108.001,,0.65024
1533211108.012,11269.980000000001,
1533211108.442,,0.65024
1533211108.442,11269.980000000001,
1533211108.496,11277.6,
1533211109.082,11277.6,
1533211109.113,,0.65024
1533211109.657,11277.6,
1533211109.722,,0.32512
1533211110.143,,0.32512
1533211110.206,11277.6,
1533211110.556,,0.32512
1533211110.793,11277.6,
1533211110.801,11277.6,
1533211111.184,,0.32512
1533211111.259,11277.6,
1533211111.501,11277.6,
1533211111.597,,0.0
1533211111.756,11277.6,
1533211112.040,,0.0
1533211112.333,11277.6,
1533211112.481,,0.0
1533211112.842,11277.6,
1533211112.913,,0.0
1533211113.263,11277.6,
1533211113.481,,-0.32512
1533211113.691,11277.6,
1533211113.823,11277.6,
1533211113.988,,-0.32512
1533211114.322,11277.6,
1533211114.521,,-0.32512
1533211114.855,11269.980000000001,
1533211115.022,,-0.32512
1533211115.415,11269.980000000001,
1533211115.577,,-0.32512
1533211115.844,11269.980000000001,
1533211116.017,,-0.32512
1533211116.205,11269.980000000001,
1533211116.268,11269.980000000001,
1533211116.620,,-0.65024
1533211116.707,11269.980000000001,
1533211116.716,11269.980000000001,
1533211117.063,,-0.65024
1533211117.173,11269.980000000001,
1533211117.490,,-0.65024
1533211117.680,11269.980000000001,
1533211117.755,11269.980000000001,
1533211117.929,,-0.65024
1533211118.213,11269.980000000001,
1533211118.378,,-0.65024
1533211118.651,11269.980000000001,
1533211118.785,11269.980000000001,
1533211118.944,,-0.65024
1533211119.256,11269.980000000001,
1533211119.349,,-0.65024
1533211119.731,11269.980000000001,
1533211119.942,,-0.32512
1533211120.288,11269.980000000001,
1533211120.472,,-0.32512
1533211120.814,11269.980000000001,
1533211121.049,,-0.32512
1533211121.219,11269.980000000001,
1533211121.554,,0.0
1533211121.802,11269.980000000001,
1533211122.107,,0.0
1533211122.232,11269.980000000001,
1533211122.788,11269.980000000001,
1533211122.934,,0.65024
1533211123.383,11269.980000000001,
1533211123.494,,0.97536
1533211123.882,11269.980000000001,
1533211123.901,11269.980000000001,
1533211123.934,,0.97536
1533211124.274,11269.980000000001,
1533211124.477,11269.980000000001,
1533211124.543,,0.97536
1533211124.902,,1.30048
1533211125.270,11269.980000000001,
1533211125.472,,0.97536
1533211125.788,11277.6,
1533211125.885,,0.97536
1533211126.139,11269.980000000001,
1533211126.165,11277.6,
1533211126.370,,0.97536
1533211126.575,11277.6,
1533211126.955,11277.6,
1533211126.963,,0.97536
1533211127.040,11277.6,
1533211127.504,,0.65024
1533211127.599,11277.6,
1533211128.001,,0.65024
1533211128.054,11277.6,
1533211128.480,,0.32512
1533211128.505,11277.6,
1533211128.889,,0.32512
1533211129.004,11277.6,
1533211129.078,11277.6,
1533211129.572,11277.6,
1533211129.905,,0.0
1533211130.012,11277.6,
1533211130.111,11277.6,
1533211130.480,,-0.32512
1533211130.505,,0.0
1533211130.611,11277.6,
1533211131.029,,-0.32512
1533211131.102,11277.6,
1533211131.443,,-0.32512
1533211131.628,11277.6,
1533211131.992,11277.6,
1533211132.010,,-0.65024
1533211132.411,,-0.65024
1533211132.571,11277.6,
1533211132.870,,-0.65024
1533211132.971,11269.980000000001,
1533211133.468,,0.0
1533211133.488,11269.980000000001,
1533211133.910,11269.980000000001,
1533211134.018,,0.0
1533211134.429,11269.980000000001,
1533211134.462,,0.0
1533211134.872,11269.980000000001,
1533211135.037,,0.32512
1533211135.354,11277.6,
1533211135.560,,0.65024
1533211135.875,11277.6,
1533211135.984,,0.65024
1533211136.396,11277.6,
1533211136.516,,0.65024
1533211136.516,11277.6,
1533211136.603,,0.97536
1533211136.842,11277.6,
1533211137.010,,0.97536
1533211137.328,11277.6,
1533211137.588,,1.30048
1533211137.776,11277.6,
1533211138.130,,1.30048
